Source,Year,Ceremony,title,genre
oscars,2024,97th,Dune: Part Two,Action
oscars,2024,97th,Dune: Part Two,Adventure
oscars,2024,97th,Dune: Part Two,Drama
oscars,2024,97th,Dune: Part Two,Sci-Fi
oscars,2024,97th,Dune: Part Two,Epic
oscars,2024,97th,Nickel Boys,Drama
oscars,2024,97th,Nickel Boys,Psychological Drama
oscars,2024,97th,Nickel Boys,Coming-of-Age
oscars,2024,97th,Nickel Boys,Tragedy
oscars,2024,97th,A Real Pain,Comedy
oscars,2024,97th,A Real Pain,Drama
oscars,2024,97th,September 5,Drama
oscars,2024,97th,September 6,History
oscars,2024,97th,September 7,Thriller
oscars,2024,97th,September 8,Period Drama
oscars,2024,97th,September 9,Tragedy
oscars,2025,97th,Marty Supreme,Drama
oscars,2025,97th,Marty Supreme,Sport
oscars,2025,97th,Marty Supreme,Dark Comedy
oscars,2025,97th,Marty Supreme,Epic
oscars,2025,97th,Marty Supreme,Period Drama
oscars,2025,97th,Marty Supreme,Psychological Drama
oscars,2025,97th,One Battle After Another,Action
oscars,2025,97th,One Battle After Another,Comedy
oscars,2025,97th,One Battle After Another,Crime
oscars,2025,97th,One Battle After Another,Drama
oscars,2025,97th,One Battle After Another,Psychological Thriller
oscars,2025,97th,One Battle After Another,Psychological Drama
oscars,2025,97th,One Battle After Another,Epic
oscars,2025,97th,One Battle After Another,Dark Comedy
oscars,2025,97th,Blue Moon,Biography
oscars,2025,97th,Blue Moon,Drama
oscars,2025,97th,Blue Moon,Psychological Drama
oscars,2025,97th,Blue Moon,History
oscars,2025,97th,Blue Moon,Music
oscars,2025,97th,Blue Moon,Romance
oscars,2025,97th,Blue Moon,Comedy
oscars,2025,97th,Sinners,Action
oscars,2025,97th,Sinners,Horror
oscars,2025,97th,Sinners,Thriller
oscars,2025,97th,Sinners,Period Drama
oscars,2025,97th,Sinners,Music
oscars,2025,97th,Sinners,Folk Horror
oscars,2025,97th,The Secret Agent,Drama
oscars,2025,97th,The Secret Agent,Thriller
oscars,2025,97th,The Secret Agent,Epic
oscars,2025,97th,The Secret Agent,Crime
oscars,2025,97th,The Secret Agent,Period Drama
oscars,2025,97th,The Secret Agent,Mystery
oscars,2025,97th,Hamnet,Biography
oscars,2025,97th,Hamnet,Drama
oscars,2025,97th,Hamnet,History
oscars,2025,97th,Hamnet,Epic
oscars,2025,97th,Hamnet,Period Drama
oscars,2025,97th,Hamnet,Psychological Drama
oscars,2025,97th,Hamnet,Tragedy
oscars,2025,97th,If I Had Legs I'd Kick You,Drama
oscars,2025,97th,If I Had Legs I'd Kick You,Psychological Drama
oscars,2025,97th,If I Had Legs I'd Kick You,Psychological Thriller
oscars,2025,97th,If I Had Legs I'd Kick You,Dark Comedy
oscars,2025,97th,If I Had Legs I'd Kick You,Thriller
oscars,2025,97th,Song Sung Blue,Biography
oscars,2025,97th,Song Sung Blue,Drama
oscars,2025,97th,Song Sung Blue,Music
oscars,2025,97th,Song Sung Blue,Musical
oscars,2025,97th,Song Sung Blue,Tragedy
oscars,2025,97th,Sentimental Value,Drama
oscars,2025,97th,Sentimental Value,Psychological Drama
oscars,2025,97th,Sentimental Value,Showbiz Drama
oscars,2025,97th,Bugonia,Comedy
oscars,2025,97th,Bugonia,Crime
oscars,2025,97th,Bugonia,Sci-Fi
oscars,2025,97th,Bugonia,Thriller
oscars,2025,97th,Bugonia,Satire
oscars,2025,97th,Bugonia,Dark Comedy
oscars,2025,97th,Bugonia,Psychological Thriller
oscars,2025,97th,F1,Action
oscars,2025,97th,F2,Drama
oscars,2025,97th,F3,Sport
oscars,2025,97th,Frankenstein,Drama
oscars,2025,97th,Frankenstein,Horror
oscars,2025,97th,Frankenstein,Sci-Fi
oscars,2025,97th,Frankenstein,Body Horror
oscars,2025,97th,Frankenstein,Psychological Drama
oscars,2025,97th,Frankenstein,Psychological Horror
oscars,2025,97th,Frankenstein,Tragedy
oscars,2025,97th,Frankenstein,Fantasy
oscars,2025,97th,Train Dreams,Drama
oscars,2025,97th,Train Dreams,Psychological Drama
oscars,2025,97th,Train Dreams,Period Drama
oscars,2025,97th,It Was Just an Accident,Drama
oscars,2025,97th,It Was Just an Accident,Thriller
oscars,2025,97th,It Was Just an Accident,Psychological Drama
oscars,2025,97th,It Was Just an Accident,Dark Comedy
oscars,2025,97th,It Was Just an Accident,Tragedy
oscars,2025,97th,It Was Just an Accident,Crime
oscars,2025,97th,It Was Just an Accident,Mystery
