year,rank,title,genre,total_gross
2025,1,A Minecraft Movie,Fantasy,
2025,2,Lilo & Stitch,Alien Invasion,"$423,778,855"
2025,2,Lilo & Stitch,Animal Adventure,
2025,2,Lilo & Stitch,Buddy Comedy,
2025,2,Lilo & Stitch,Action,
2025,2,Lilo & Stitch,Adventure,
2025,2,Lilo & Stitch,Comedy,
2025,2,Lilo & Stitch,Drama,
2025,2,Lilo & Stitch,Family,
2025,2,Lilo & Stitch,Fantasy,
2025,2,Lilo & Stitch,Sci-Fi,
2025,3,Superman,Action Epic,"$354,223,803"
2025,3,Superman,Adventure Epic,
2025,3,Superman,Epic,
2025,3,Superman,Sci-Fi Epic,
2025,3,Superman,Superhero,
2025,3,Superman,Action,
2025,3,Superman,Adventure,
2025,3,Superman,Sci-Fi,
2025,4,Jurassic World: Rebirth,Dinosaur Adventure,"$339,640,400"
2025,4,Jurassic World: Rebirth,Jungle Adventure,
2025,4,Jurassic World: Rebirth,Action,
2025,4,Jurassic World: Rebirth,Adventure,
2025,4,Jurassic World: Rebirth,Sci-Fi,
2025,4,Jurassic World: Rebirth,Thriller,
2025,5,Zootopia 2,Animal Adventure,"$428,130,160"
2025,5,Zootopia 2,Buddy Comedy,
2025,5,Zootopia 2,Buddy Cop,
2025,5,Zootopia 2,Urban Adventure,
2025,5,Zootopia 2,Whodunnit,
2025,5,Zootopia 2,Action,
2025,5,Zootopia 2,Adventure,
2025,5,Zootopia 2,Animation,
2025,5,Zootopia 2,Comedy,
2025,5,Zootopia 2,Family,
2025,6,Wicked: For Good,Fairy Tale,"$342,915,090"
2025,6,Wicked: For Good,Pop Musical,
2025,6,Wicked: For Good,Fantasy,
2025,6,Wicked: For Good,Musical,
2025,6,Wicked: For Good,Romance,
2025,6,Wicked: For Good,Drama,
2025,6,Wicked: For Good,Family,
2025,7,Sinners,Folk Horror,"$279,989,632"
2025,7,Sinners,Period Drama,
2025,7,Sinners,Supernatural Horror,
2025,7,Sinners,Vampire Horror,
2025,7,Sinners,Action,
2025,7,Sinners,Drama,
2025,7,Sinners,Horror,
2025,7,Sinners,Music,
2025,7,Sinners,Thriller,
2025,8,The Fantastic Four: First Steps,Action Epic,"$274,286,610"
2025,8,The Fantastic Four: First Steps,Adventure Epic,
2025,8,The Fantastic Four: First Steps,Sci-Fi Epic,
2025,8,The Fantastic Four: First Steps,Superhero,
2025,8,The Fantastic Four: First Steps,Urban Adventure,
2025,8,The Fantastic Four: First Steps,Action,
2025,8,The Fantastic Four: First Steps,Adventure,
2025,8,The Fantastic Four: First Steps,Sci-Fi,
2025,9,How to Train Your Dragon,Animal Adventure,"$262,958,100"
2025,9,How to Train Your Dragon,Teen Adventure,
2025,9,How to Train Your Dragon,Teen Comedy,
2025,9,How to Train Your Dragon,Teen Drama,
2025,9,How to Train Your Dragon,Action,
2025,9,How to Train Your Dragon,Adventure,
2025,9,How to Train Your Dragon,Comedy,
2025,9,How to Train Your Dragon,Drama,
2025,9,How to Train Your Dragon,Family,
2025,10,Avatar: Fire and Ash,Action Epic,"$404,338,275"
2025,10,Avatar: Fire and Ash,Adult Animation,
2025,10,Avatar: Fire and Ash,Adventure Epic,
2025,10,Avatar: Fire and Ash,Epic,
2025,10,Avatar: Fire and Ash,Fantasy,
2025,10,Avatar: Fire and Ash,Sci-Fi Epic,
2025,10,Avatar: Fire and Ash,Action,
2025,10,Avatar: Fire and Ash,Adventure,
2025,10,Avatar: Fire and Ash,Animation,
2025,10,Avatar: Fire and Ash,Sci-Fi,
